"marital","sibs","childs","age","educ","sex","rincome","relig","relig16","year","id"
5,2,0,63,20,1,25000,4,NA,2021,1788
1,1,3,42,17,1,13,2,NA,2021,1789
1,4,6,62,12,2,NA,2,NA,2021,1790
1,2,0,26,16,1,25000,1,NA,2021,1791
1,15,6,56,17,1,12500,1,NA,2021,1792
5,2,0,31,14,2,25000,4,NA,2021,1793
5,4,1,33,15,1,2000,4,NA,2021,1794
1,5,2,75,12,2,NA,4,NA,2021,1795
1,2,2,74,12,2,NA,2,NA,2021,1796
5,2,0,27,16,2,25000,1,NA,2021,1797
1,1,2,88,16,1,NA,1,NA,2021,1798
1,2,3,44,12,2,25000,2,NA,2021,1802
1,5,3,71,15,2,NA,1,NA,2021,1803
1,3,2,71,13,2,NA,4,NA,2021,1806
1,1,2,62,16,2,NA,1,NA,2021,1807
1,3,2,50,12,1,25000,1,NA,2021,1808
5,3,0,31,16,2,25000,1,NA,2021,1809
3,1,3,56,16,2,NA,1,NA,2021,1810
1,5,4,57,16,1,13,4,NA,2021,1811
2,4,3,NA,13,2,NA,2,NA,2021,1812
1,2,3,79,16,1,NA,1,NA,2021,1813
1,2,2,42,15,1,25000,1,NA,2021,1814
3,4,0,NA,12,2,NA,1,NA,2021,1815
2,3,3,68,12,2,NA,2,NA,2021,1816
1,8,1,59,16,2,25000,2,NA,2021,1817
1,2,2,62,15,2,25000,1,NA,2021,1818
1,6,2,67,16,1,25000,1,NA,2021,1819
1,2,3,74,12,2,4500,2,NA,2021,1820
5,5,0,21,12,1,25000,4,NA,2021,1821
1,6,3,56,14,2,25000,2,NA,2021,1822
3,6,3,79,14,2,NA,1,NA,2021,1823
1,5,2,42,16,2,25000,11,NA,2021,1824
3,6,8,NA,NA,NA,NA,1,NA,2021,1825
2,0,6,88,12,2,NA,1,NA,2021,1826
1,1,2,79,12,2,NA,1,NA,2021,1827
3,2,0,46,13,1,NA,11,NA,2021,1828
2,1,4,86,17,2,NA,1,NA,2021,1829
1,1,1,77,12,1,NA,2,NA,2021,1830
4,2,6,57,12,2,3500,1,NA,2021,1831
1,1,2,69,12,2,NA,1,NA,2021,1832
1,4,2,58,12,2,NA,2,NA,2021,1833
1,3,1,33,12,1,22500,4,NA,2021,1834
1,3,1,37,20,2,25000,2,NA,2021,1835
3,1,2,63,16,2,25000,1,NA,2021,1836
2,3,3,65,15,2,NA,1,NA,2021,1837
3,2,1,47,16,2,2000,4,NA,2021,1838
1,6,0,53,12,1,25000,4,NA,2021,1839
1,5,2,77,12,1,2000,1,NA,2021,1840
2,3,8,84,11,2,NA,2,NA,2021,1841
3,15,3,61,11,2,25000,2,NA,2021,1842
1,5,1,52,14,1,NA,2,NA,2021,1844
5,3,0,78,18,2,NA,2,NA,2021,1845
3,2,2,55,14,2,NA,2,NA,2021,1846
1,2,0,70,17,1,NA,4,NA,2021,1847
5,2,0,66,16,2,NA,2,NA,2021,1848
4,5,2,49,12,2,25000,4,NA,2021,1849
1,9,3,47,14,1,25000,9,NA,2021,1850
5,0,0,NA,16,2,NA,NA,NA,2021,1851
3,1,2,41,16,2,13,1,NA,2021,1852
1,3,0,64,12,1,NA,4,NA,2021,1853
3,2,3,34,14,1,25000,4,NA,2021,1854
1,4,0,49,13,1,25000,1,NA,2021,1855
2,12,4,89,13,2,NA,1,NA,2021,1856
1,3,2,36,16,2,NA,1,NA,2021,1857
3,1,2,52,13,1,25000,1,NA,2021,1858
2,2,3,89,16,2,NA,1,NA,2021,1859
5,3,0,40,20,2,25000,4,NA,2021,1860
3,2,3,48,14,2,25000,4,NA,2021,1861
3,3,5,58,14,2,25000,1,NA,2021,1862
1,1,1,79,18,1,NA,1,NA,2021,1863
1,1,1,46,18,1,13,2,NA,2021,1864
1,2,2,54,14,2,17500,1,NA,2021,1865
5,7,1,60,10,1,NA,1,NA,2021,1866
5,1,0,22,13,1,25000,4,NA,2021,1867
1,3,2,70,12,1,NA,1,NA,2021,1868
1,3,0,25,12,1,22500,1,NA,2021,1869
2,2,6,89,12,2,NA,2,NA,2021,1871
3,1,6,72,12,2,NA,2,NA,2021,1872
2,6,1,60,14,2,25000,9,NA,2021,1875
1,4,0,38,12,1,25000,1,NA,2021,1876
2,5,2,77,14,2,NA,2,NA,2021,1877
5,2,0,64,18,1,25000,1,NA,2021,1878
2,4,6,74,12,2,12500,2,NA,2021,1879
5,5,0,66,12,1,25000,2,NA,2021,1881
1,5,6,75,16,1,4500,2,NA,2021,1882
1,2,3,61,16,2,6500,2,NA,2021,1883
4,2,1,68,16,2,12500,4,NA,2021,1884
5,2,2,35,12,2,25000,4,NA,2021,1885
1,3,6,67,13,1,25000,1,NA,2021,1887
3,1,1,65,13,1,1000,5,NA,2021,1888
2,2,1,67,18,2,NA,1,NA,2021,1889
3,14,3,72,13,2,25000,NA,NA,2021,1890
4,2,1,56,18,1,25000,6,NA,2021,1891
3,4,1,56,12,1,25000,4,NA,2021,1892
5,1,3,28,12,1,17500,5,NA,2021,1893
5,2,1,25,12,2,3500,4,NA,2021,1894
1,2,2,55,20,1,25000,4,NA,2021,1895
5,2,0,24,17,2,NA,4,NA,2021,1896
5,1,0,21,14,1,NA,4,NA,2021,1897
1,5,6,78,12,1,NA,1,NA,2021,1898
5,3,0,37,16,2,25000,1,NA,2021,1899
5,2,0,60,12,1,NA,1,NA,2021,1900
5,2,1,32,16,1,9000,4,NA,2021,1901
5,2,0,28,18,2,2000,4,NA,2021,1902
1,5,2,63,12,2,25000,11,NA,2021,1903
5,6,0,23,15,1,12500,4,NA,2021,1904
1,1,1,60,18,2,6500,1,NA,2021,1905
2,2,0,73,17,2,NA,1,NA,2021,1908
5,8,0,27,14,1,NA,1,NA,2021,1909
5,5,0,40,19,2,13,4,NA,2021,1910
3,2,0,66,20,2,25000,12,NA,2021,1912
1,1,2,85,12,1,NA,1,NA,2021,1913
1,2,2,59,16,2,25000,1,NA,2021,1914
3,1,2,78,14,2,17500,2,NA,2021,1915
1,3,0,34,16,1,25000,2,NA,2021,1916
5,5,3,35,15,1,NA,10,NA,2021,1917
1,1,2,60,18,1,25000,4,NA,2021,1918
5,2,0,NA,12,2,13,4,NA,2021,1919
1,0,0,40,16,2,NA,4,NA,2021,1920
1,3,0,27,20,1,6500,4,NA,2021,1922
5,2,0,54,18,2,25000,2,NA,2021,1923
1,2,1,59,16,2,25000,1,NA,2021,1924
3,1,2,50,18,1,4500,4,NA,2021,1925
1,6,2,36,16,2,NA,2,NA,2021,1926
1,4,0,60,16,2,25000,2,NA,2021,1927
3,1,2,70,13,2,NA,2,NA,2021,1928
3,3,2,59,16,2,25000,1,NA,2021,1929
4,10,0,29,12,2,13,2,NA,2021,1930
3,9,6,72,14,1,NA,2,NA,2021,1932
3,3,0,65,16,2,25000,1,NA,2021,1933
1,4,2,45,12,1,25000,1,NA,2021,1934
5,1,0,64,15,1,NA,4,NA,2021,1935
5,1,0,26,16,1,7500,4,NA,2021,1936
1,1,0,32,18,1,12500,4,NA,2021,1937
5,1,0,35,18,1,25000,2,NA,2021,1938
5,1,0,30,16,2,12500,4,NA,2021,1939
5,2,0,70,16,2,NA,1,NA,2021,1941
5,4,0,NA,15,2,25000,2,NA,2021,1942
3,4,1,46,14,1,25000,1,NA,2021,1943
5,9,0,33,13,1,25000,1,NA,2021,1944
5,12,1,74,12,1,NA,1,NA,2021,1945
5,8,0,63,10,1,NA,4,NA,2021,1946
5,3,0,33,12,1,25000,2,NA,2021,1947
5,2,0,36,16,2,25000,4,NA,2021,1949
5,3,1,59,16,1,25000,2,NA,2021,1950
3,5,4,77,17,1,6500,1,NA,2021,1951
5,0,1,31,14,2,25000,4,NA,2021,1952
5,1,1,47,16,2,25000,2,NA,2021,1953
4,0,2,62,18,1,NA,2,NA,2021,1954
5,NA,0,NA,NA,NA,NA,NA,NA,2021,1955
1,5,4,42,12,2,NA,1,NA,2021,1956
5,2,0,22,9,1,NA,1,NA,2021,1957
3,5,4,79,12,1,NA,2,NA,2021,1958
1,3,3,73,12,1,NA,2,NA,2021,1959
5,1,0,30,19,1,25000,2,NA,2021,1960
3,7,5,56,12,2,NA,4,NA,2021,1961
1,2,2,52,18,2,25000,1,NA,2021,1962
1,5,4,33,11,1,22500,4,NA,2021,1964
1,2,2,53,12,1,13,2,NA,2021,1965
1,5,3,NA,12,NA,NA,1,NA,2021,1966
1,1,0,35,18,1,7500,4,NA,2021,1967
3,2,3,51,13,1,25000,4,NA,2021,1968
1,2,2,32,16,2,NA,2,NA,2021,1969
1,2,4,NA,20,1,13,1,NA,2021,1970
1,4,2,NA,12,1,13,1,NA,2021,1971
4,4,2,NA,14,2,NA,2,NA,2021,1973
1,8,3,64,12,2,25000,4,NA,2021,1974
1,NA,NA,NA,13,2,NA,NA,NA,2021,1975
1,2,2,35,17,1,25000,1,NA,2021,1976
1,7,2,75,13,2,NA,2,NA,2021,1977
3,5,2,60,12,2,25000,2,NA,2021,1978
2,0,0,75,14,2,NA,1,NA,2021,1979
3,2,2,40,16,2,25000,1,NA,2021,1980
1,1,1,74,14,1,25000,2,NA,2021,1981
5,0,3,47,11,2,13,1,NA,2021,1983
3,2,2,56,16,2,25000,2,NA,2021,1984
5,3,0,25,16,2,2000,4,NA,2021,1985
5,2,0,37,20,1,12500,13,NA,2021,1986
1,2,2,42,16,2,22500,1,NA,2021,1988
1,2,2,42,16,1,25000,7,NA,2021,1989
5,2,0,26,12,1,25000,4,NA,2021,1990
1,3,0,63,13,2,NA,4,NA,2021,1991
NA,2,0,68,13,2,NA,1,NA,2021,1992
1,1,3,NA,12,NA,NA,1,NA,2021,1993
2,13,3,80,10,2,NA,1,NA,2021,1994
3,9,0,61,11,1,22500,1,NA,2021,1995
1,2,0,25,16,2,25000,1,NA,2021,1996
5,8,4,58,11,1,NA,11,NA,2021,1997
5,8,0,24,13,1,17500,2,NA,2021,1998
3,1,0,55,14,1,22500,4,NA,2021,1999
1,4,3,35,12,2,NA,2,NA,2021,2000
1,2,3,34,13,2,25000,4,NA,2021,2001
3,4,2,68,12,2,NA,1,NA,2021,2002
1,2,2,48,16,2,25000,1,NA,2021,2003
1,3,2,35,14,1,25000,4,NA,2021,2005
5,NA,0,54,14,1,25000,4,NA,2021,2006
3,3,1,38,7,1,NA,11,NA,2021,2007
3,2,3,43,14,2,25000,5,NA,2021,2008
5,5,NA,NA,12,1,NA,NA,NA,2021,2009
5,4,0,60,12,1,25000,4,NA,2021,2010
3,5,2,59,12,2,3500,1,NA,2021,2011
1,2,5,49,13,1,22500,4,NA,2021,2012
1,13,NA,NA,NA,NA,NA,NA,NA,2021,2014
1,9,1,34,12,1,NA,1,NA,2021,2016
5,2,3,25,12,1,25000,4,NA,2021,2017
3,2,1,60,12,2,25000,4,NA,2021,2018
1,1,1,31,16,2,25000,1,NA,2021,2019
2,NA,3,81,12,2,NA,1,NA,2021,2020
3,3,3,54,14,2,NA,1,NA,2021,2021
3,3,0,62,12,2,25000,1,NA,2021,2022
4,1,4,54,12,2,NA,1,NA,2021,2023
1,3,1,69,12,2,NA,4,NA,2021,2024
1,2,2,38,18,2,25000,1,NA,2021,2025
3,2,4,39,16,2,12500,1,NA,2021,2026
5,5,0,51,19,2,25000,4,NA,2021,2027
3,3,3,63,13,2,NA,1,NA,2021,2028
1,1,5,50,16,1,25000,11,NA,2021,2029
5,3,0,68,12,1,25000,NA,NA,2021,2030
2,1,2,60,12,2,25000,1,NA,2021,2031
5,NA,NA,32,20,1,NA,10,NA,2021,2032
5,2,0,32,18,2,25000,4,NA,2021,2033
1,2,2,67,19,1,25000,4,NA,2021,2034
1,1,1,67,12,1,NA,4,NA,2021,2035
5,2,0,21,12,1,25000,4,NA,2021,2036
2,6,3,67,14,2,9000,1,NA,2021,2037
5,2,0,25,16,2,12500,1,NA,2021,2038
1,4,3,66,12,2,25000,1,NA,2021,2039
1,1,1,43,12,2,25000,4,NA,2021,2040
5,5,2,42,16,2,NA,2,NA,2021,2042
3,1,1,59,14,2,9000,11,NA,2021,2043
3,2,1,54,12,2,NA,4,NA,2021,2044
1,1,0,42,11,1,25000,1,NA,2021,2045
1,3,2,33,14,2,NA,4,NA,2021,2046
5,3,NA,40,14,1,25000,4,NA,2021,2047
1,3,2,34,16,2,25000,2,NA,2021,2048
2,7,0,58,12,2,22500,1,NA,2021,2049
1,2,4,40,17,2,7500,1,NA,2021,2050
1,1,2,28,16,2,NA,1,NA,2021,2051
1,4,2,58,12,1,25000,4,NA,2021,2052
5,3,0,26,15,1,17500,2,NA,2021,2053
1,7,3,NA,12,2,NA,4,NA,2021,2055
5,8,0,22,15,2,1000,4,NA,2021,2056
5,11,4,57,12,2,NA,2,NA,2021,2057
1,3,1,51,14,1,25000,2,NA,2021,2058
5,8,0,33,11,1,NA,1,NA,2021,2059
1,8,2,42,9,2,NA,4,NA,2021,2060
1,5,3,76,16,1,12500,4,NA,2021,2062
1,3,3,65,12,2,NA,1,NA,2021,2063
1,2,1,58,12,1,22500,1,NA,2021,2064
4,9,1,64,15,1,NA,1,NA,2021,2065
5,9,2,35,13,2,12500,2,NA,2021,2067
1,1,1,41,18,1,25000,2,NA,2021,2068
2,2,0,72,15,2,NA,2,NA,2021,2069
1,4,3,65,12,2,NA,2,NA,2021,2070
2,3,2,68,12,2,NA,2,NA,2021,2071
1,1,1,34,18,2,25000,2,NA,2021,2072
2,11,1,NA,NA,NA,NA,NA,NA,2021,2073
1,1,4,77,16,2,NA,1,NA,2021,2074
1,6,2,79,13,1,NA,4,NA,2021,2075
5,3,1,20,12,1,NA,1,NA,2021,2076
1,10,1,66,16,1,NA,1,NA,2021,2077
3,5,0,57,12,1,13,2,NA,2021,2078
5,NA,1,29,17,2,NA,4,NA,2021,2079
4,2,4,27,13,2,NA,2,NA,2021,2080
1,1,3,38,14,2,NA,3,NA,2021,2081
1,15,1,47,12,2,NA,NA,NA,2021,2082
1,3,NA,NA,NA,NA,NA,NA,NA,2021,2083
3,7,0,36,11,2,2000,4,NA,2021,2084
1,1,2,30,12,1,25000,1,NA,2021,2085
1,3,4,57,17,1,13,1,NA,2021,2086
1,6,4,53,12,2,1000,1,NA,2021,2087
4,0,0,51,17,2,25000,1,NA,2021,2089
3,5,4,56,11,2,NA,4,NA,2021,2090
1,4,4,58,16,2,17500,1,NA,2021,2091
1,3,2,NA,16,2,25000,1,NA,2021,2092
1,1,1,32,12,2,NA,1,NA,2021,2093
1,1,4,63,17,1,13,1,NA,2021,2094
5,3,0,59,13,1,NA,1,NA,2021,2095
1,1,2,51,19,1,25000,1,NA,2021,2097
3,1,1,57,16,2,25000,4,NA,2021,2098
1,7,1,59,12,1,25000,2,NA,2021,2099
5,1,1,38,15,2,12500,1,NA,2021,2100
2,6,8,76,14,1,25000,1,NA,2021,2101
1,NA,6,41,NA,1,NA,2,NA,2021,2102
1,1,0,36,17,2,25000,4,NA,2021,2103
2,4,2,60,10,1,NA,1,NA,2021,2104
5,4,2,40,9,2,12500,2,NA,2021,2105
5,7,0,31,16,2,25000,1,NA,2021,2106
1,2,4,NA,20,2,13,2,NA,2021,2108
5,3,0,29,16,2,25000,4,NA,2021,2109
1,1,0,33,12,2,25000,1,NA,2021,2110
1,2,1,55,14,2,25000,1,NA,2021,2111
5,6,3,39,16,2,NA,1,NA,2021,2112
1,5,4,45,11,1,12500,4,NA,2021,2113
5,2,0,54,12,1,NA,1,NA,2021,2114
1,2,2,70,16,1,25000,1,NA,2021,2115
1,NA,2,28,14,2,NA,1,NA,2021,2116
1,1,1,NA,17,2,25000,1,NA,2021,2117
5,3,8,57,14,2,NA,1,NA,2021,2118
1,1,2,51,17,1,25000,4,NA,2021,2119
3,2,2,73,16,2,NA,1,NA,2021,2120
3,1,2,52,16,2,25000,1,NA,2021,2121
2,3,2,74,16,2,NA,1,NA,2021,2122
1,3,0,29,16,2,25000,1,NA,2021,2123
3,1,1,56,19,2,25000,1,NA,2021,2124
1,3,1,55,12,2,25000,1,NA,2021,2125
1,2,2,63,15,1,13,1,NA,2021,2126
1,2,3,68,16,1,13,3,NA,2021,2127
1,5,0,37,18,1,7500,1,NA,2021,2129
1,5,1,45,12,2,25000,4,NA,2021,2130
1,1,0,37,16,2,25000,1,NA,2021,2131
2,1,4,77,20,2,25000,2,NA,2021,2132
1,3,3,NA,14,2,12500,1,NA,2021,2133
1,4,1,69,12,1,NA,2,NA,2021,2134
1,3,2,36,18,2,25000,11,NA,2021,2135
3,7,1,34,15,2,17500,1,NA,2021,2138
1,2,4,NA,15,1,25000,5,NA,2021,2139
5,4,0,26,16,2,22500,1,NA,2021,2140
1,28,8,82,20,1,NA,1,NA,2021,2141
1,1,2,33,16,2,NA,1,NA,2021,2142
4,5,2,60,16,2,25000,2,NA,2021,2143
3,2,2,64,12,1,NA,1,NA,2021,2144
3,6,6,81,9,2,NA,11,NA,2021,2145
4,3,4,42,15,2,25000,4,NA,2021,2146
5,3,0,19,12,2,NA,1,NA,2021,2147
1,2,0,NA,16,NA,NA,4,NA,2021,2148
3,2,5,74,16,1,7500,1,NA,2021,2150
2,0,2,62,18,2,4500,2,NA,2021,2151
5,1,0,40,16,1,12500,1,NA,2021,2152
1,1,3,46,17,2,NA,1,NA,2021,2153
1,1,2,33,16,1,25000,1,NA,2021,2154
1,4,2,62,14,1,25000,2,NA,2021,2155
1,1,2,54,18,1,13,1,NA,2021,2156
1,2,2,53,14,1,13,11,NA,2021,2157
1,7,2,33,14,2,NA,1,NA,2021,2158
1,9,2,72,18,2,25000,2,NA,2021,2159
3,4,2,35,12,2,25000,4,NA,2021,2160
1,0,2,51,14,2,25000,4,NA,2021,2161
5,1,0,34,16,1,13,1,NA,2021,2162
1,6,3,73,12,1,NA,1,NA,2021,2163
3,3,3,53,16,2,25000,1,NA,2021,2164
3,2,2,75,20,2,25000,1,NA,2021,2165
1,3,2,36,12,2,NA,2,NA,2021,2166
2,6,2,27,13,1,25000,4,NA,2021,2168
1,10,1,23,12,2,NA,4,NA,2021,2169
1,11,3,51,6,2,4500,11,NA,2021,2170
1,1,0,29,16,1,25000,2,NA,2021,2172
1,4,2,31,14,2,17500,1,NA,2021,2173
1,1,3,39,12,1,25000,4,NA,2021,2174
3,2,2,48,14,1,25000,4,NA,2021,2175
3,6,1,66,11,1,NA,1,NA,2021,2176
3,2,0,63,17,2,25000,4,NA,2021,2177
1,1,1,59,16,2,25000,4,NA,2021,2178
3,2,2,69,12,2,NA,1,NA,2021,2179
5,2,0,NA,12,NA,2000,11,NA,2021,2180
1,2,2,60,16,2,NA,1,NA,2021,2181
1,1,2,81,20,1,NA,4,NA,2021,2182
1,3,2,NA,10,2,NA,2,NA,2021,2183
1,3,2,45,15,2,22500,2,NA,2021,2184
5,2,1,NA,12,1,25000,NA,NA,2021,2185
1,1,3,57,16,2,NA,1,NA,2021,2186
1,2,2,43,18,2,25000,4,NA,2021,2187
5,11,2,37,0,2,NA,2,NA,2021,2189
1,2,0,42,13,2,NA,4,NA,2021,2190
1,4,2,48,20,1,25000,1,NA,2021,2191
5,1,0,22,13,2,7500,1,NA,2021,2194
1,3,2,37,20,2,25000,1,NA,2021,2195
5,8,2,48,10,2,NA,4,NA,2021,2196
1,4,5,37,14,2,17500,4,NA,2021,2197
1,1,2,67,12,2,NA,4,NA,2021,2198
1,5,5,38,6,1,6500,4,NA,2021,2199
2,0,4,88,12,2,NA,2,NA,2021,2200
1,2,2,67,20,1,25000,2,NA,2021,2201
1,2,4,55,14,2,25000,2,NA,2021,2202
1,2,3,54,14,2,25000,1,NA,2021,2203
1,5,1,72,15,1,NA,1,NA,2021,2204
1,6,3,49,11,1,NA,11,NA,2021,2205
3,3,1,63,14,2,25000,2,NA,2021,2206
1,1,2,63,18,2,NA,1,NA,2021,2207
1,0,2,NA,NA,NA,NA,NA,NA,2021,2208
5,2,0,50,18,1,25000,2,NA,2021,2209
3,2,2,66,13,1,12500,4,NA,2021,2210
5,5,7,39,9,2,NA,4,NA,2021,2211
4,4,3,75,18,1,NA,1,NA,2021,2212
3,18,3,61,15,2,NA,2,NA,2021,2213
5,4,0,19,11,1,NA,10,NA,2021,2214
1,2,4,42,18,2,25000,2,NA,2021,2215
1,7,3,47,5,2,12500,1,NA,2021,2216
1,3,3,43,18,1,25000,2,NA,2021,2217
5,8,NA,24,16,2,12500,2,NA,2021,2218
3,4,3,46,12,2,17500,2,NA,2021,2219
1,3,1,77,14,2,NA,11,NA,2021,2220
1,1,3,40,15,2,25000,2,NA,2021,2221
1,3,1,33,14,1,17500,2,NA,2021,2222
1,1,2,75,13,1,12500,2,NA,2021,2223
1,3,3,62,14,1,25000,1,NA,2021,2224
3,4,2,53,20,2,25000,2,NA,2021,2225
1,6,NA,35,12,2,NA,4,NA,2021,2226
4,3,1,23,9,1,NA,1,NA,2021,2228
5,3,0,28,16,1,25000,4,NA,2021,2229
5,2,3,35,12,2,NA,2,NA,2021,2230
1,6,0,NA,14,2,25000,2,NA,2021,2231
3,4,1,63,14,2,25000,1,NA,2021,2232
5,1,0,26,16,1,25000,2,NA,2021,2233
1,3,4,48,16,1,22500,1,NA,2021,2234
1,3,2,64,12,1,25000,1,NA,2021,2236
5,3,0,68,12,1,NA,2,NA,2021,2237
3,1,1,NA,13,1,25000,1,NA,2021,2238
4,2,0,24,12,1,NA,6,NA,2021,2239
1,2,2,48,12,1,25000,1,NA,2021,2240
1,3,1,40,13,1,25000,4,NA,2021,2241
5,2,2,NA,10,1,22500,2,NA,2021,2242
5,2,0,74,16,2,NA,1,NA,2021,2243
1,2,2,34,13,2,22500,4,NA,2021,2244
1,2,3,43,15,1,25000,4,NA,2021,2245
3,2,4,44,20,1,25000,4,NA,2021,2246
1,1,2,45,16,2,12500,13,NA,2021,2247
1,11,5,65,18,1,22500,2,NA,2021,2248
3,4,0,34,16,2,25000,4,NA,2021,2250
2,4,2,59,14,2,NA,NA,NA,2021,2251
2,3,1,74,18,2,NA,4,NA,2021,2254
1,3,0,NA,NA,1,13,1,NA,2021,2255
5,6,0,26,16,1,17500,4,NA,2021,2256
2,7,4,NA,14,2,6500,11,NA,2021,2257
1,6,4,54,18,1,13,1,NA,2021,2258
5,1,0,29,18,1,25000,4,NA,2021,2259
1,1,4,75,16,1,NA,1,NA,2021,2260
1,1,2,34,16,2,25000,1,NA,2021,2261
1,3,2,70,18,2,13,1,NA,2021,2262
1,7,3,47,20,1,13,4,NA,2021,2263
1,5,2,72,18,2,NA,1,NA,2021,2264
5,2,0,20,12,2,NA,4,NA,2021,2265
1,2,2,73,17,1,NA,1,NA,2021,2266
1,3,4,36,16,2,NA,1,NA,2021,2267
1,4,0,51,16,2,25000,2,NA,2021,2268
5,3,0,24,14,1,25000,4,NA,2021,2269
1,1,0,50,17,2,NA,4,NA,2021,2270
5,1,1,42,13,1,12500,11,NA,2021,2271
1,7,6,85,12,1,NA,2,NA,2021,2272
2,4,3,57,12,2,9000,4,NA,2021,2273
1,1,1,67,15,1,9000,4,NA,2021,2274
2,3,5,74,15,2,NA,4,NA,2021,2275
1,1,3,42,18,1,25000,2,NA,2021,2276
3,3,3,41,14,1,25000,2,NA,2021,2277
5,7,0,32,17,1,17500,4,NA,2021,2278
3,3,0,47,13,2,25000,2,NA,2021,2279
3,2,3,47,12,2,25000,1,NA,2021,2280
1,4,5,42,14,1,13,4,NA,2021,2283
1,5,0,54,20,1,22500,1,NA,2021,2284
3,3,3,75,16,2,NA,1,NA,2021,2285
1,0,2,51,18,1,25000,4,NA,2021,2286
1,4,2,58,16,2,25000,2,NA,2021,2287
1,1,4,57,17,2,13,10,NA,2021,2288
1,2,3,42,18,2,22500,1,NA,2021,2290
1,2,0,34,16,1,NA,4,NA,2021,2291
1,4,2,NA,15,2,25000,4,NA,2021,2292
1,12,0,75,16,1,NA,2,NA,2021,2293
1,2,2,59,16,1,25000,1,NA,2021,2294
3,1,2,29,12,1,22500,4,NA,2021,2295
3,4,2,57,14,1,NA,1,NA,2021,2296
5,3,1,29,13,1,25000,4,NA,2021,2297
1,1,0,44,18,2,25000,1,NA,2021,2298
1,5,4,71,20,2,NA,4,NA,2021,2299
1,1,3,37,19,1,25000,4,NA,2021,2300
1,2,2,NA,16,NA,NA,5,NA,2021,2301
3,4,4,NA,14,1,NA,5,NA,2021,2303
3,0,1,57,13,1,NA,4,NA,2021,2304
3,4,3,58,8,2,12500,4,NA,2021,2305
5,1,0,22,15,1,12500,4,NA,2021,2306
3,11,4,71,20,2,25000,4,NA,2021,2307
5,2,0,21,14,2,NA,4,NA,2021,2308
3,3,2,69,18,1,25000,4,NA,2021,2309
5,2,0,23,14,2,NA,1,NA,2021,2310
1,5,0,40,12,1,25000,4,NA,2021,2311
5,7,0,34,13,1,25000,4,NA,2021,2312
1,9,5,41,12,2,NA,1,NA,2021,2313
1,5,2,38,20,1,25000,1,NA,2021,2314
1,3,3,75,14,1,6500,11,NA,2021,2315
1,5,5,66,14,2,22500,1,NA,2021,2316
3,2,3,41,13,1,25000,4,NA,2021,2317
5,6,0,25,17,2,5500,1,NA,2021,2318
1,3,4,45,16,2,6500,1,NA,2021,2319
1,4,4,73,18,2,NA,1,NA,2021,2320
5,2,1,22,12,2,17500,4,NA,2021,2321
1,2,1,31,20,2,25000,6,NA,2021,2323
5,1,0,27,16,1,22500,4,NA,2021,2325
1,12,2,46,11,2,NA,4,NA,2021,2327
5,4,2,41,16,1,25000,1,NA,2021,2328
1,2,2,53,14,2,25000,1,NA,2021,2330
1,1,2,37,19,1,17500,10,NA,2021,2331
5,1,0,36,19,1,25000,4,NA,2021,2332
5,5,0,20,13,2,1000,2,NA,2021,2334
1,1,2,39,18,2,25000,11,NA,2021,2335
5,2,0,47,14,1,25000,4,NA,2021,2336
3,1,5,50,20,2,NA,4,NA,2021,2337
1,2,1,70,18,2,1000,4,NA,2021,2338
1,2,2,60,14,2,NA,1,NA,2021,2339
3,3,4,32,10,2,NA,2,NA,2021,2341
5,NA,1,41,13,1,25000,4,NA,2021,2342
5,5,0,26,16,2,22500,4,NA,2021,2343
1,0,1,NA,12,NA,12500,1,NA,2021,2344
1,2,3,75,12,2,NA,1,NA,2021,2345
1,2,2,NA,18,1,NA,1,NA,2021,2346
3,3,2,49,17,1,25000,2,NA,2021,2347
5,3,5,51,10,2,NA,2,NA,2021,2348
3,5,0,NA,17,2,25000,1,NA,2021,2349
1,3,0,59,12,1,25000,4,NA,2021,2350
1,6,2,47,10,1,25000,11,NA,2021,2351
2,3,2,57,9,2,NA,4,NA,2021,2352
5,7,0,33,13,1,NA,2,NA,2021,2353
2,2,3,88,17,1,NA,4,NA,2021,2354
2,3,3,73,14,1,NA,4,NA,2021,2355
1,3,4,53,16,1,13,1,NA,2021,2357
1,3,2,32,15,1,NA,1,NA,2021,2358
3,1,0,59,12,1,NA,4,NA,2021,2360
5,8,1,30,14,1,25000,4,NA,2021,2362
1,11,2,76,13,1,NA,12,NA,2021,2363
5,12,0,48,16,2,25000,1,NA,2021,2364
1,6,3,73,14,1,NA,2,NA,2021,2365
1,2,3,47,13,2,22500,1,NA,2021,2366
3,3,1,80,12,1,NA,2,NA,2021,2367
3,1,0,59,17,2,25000,2,NA,2021,2368
1,5,0,63,17,2,7500,4,NA,2021,2369
5,5,0,51,18,1,25000,1,NA,2021,2370
1,6,1,71,15,1,NA,4,NA,2021,2371
1,5,4,77,15,1,NA,2,NA,2021,2372
5,3,0,32,11,2,17500,4,NA,2021,2373
1,0,0,33,15,2,25000,5,NA,2021,2374
5,5,2,30,14,2,17500,2,NA,2021,2375
2,2,2,50,20,1,5500,4,NA,2021,2376
1,10,2,39,12,2,17500,2,NA,2021,2377
4,4,2,35,12,2,25000,4,NA,2021,2378
1,7,0,57,14,2,22500,1,NA,2021,2379
5,3,2,60,12,2,NA,1,NA,2021,2380
